Frauenvorname,URI
Justina Rosina,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00626
Anna Apollonia,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00627
Anna Marianne Louise,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00628
Henrina,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00629
Jeanne Esther,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00630
Hedwig Maria Regina,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00631
Rosalia Elisabeth,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00632
Lukretia,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00633
Eva Katharina,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00634
Anna Johanna,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00635
Gabriele Aimée,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00636
Christina Charlotte,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00637
Jeanne Louise,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00638
Agnes Susanna,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00639
Idda,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00640
Ursula Margaretha,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameWoman_00641
