Männervorname,URI
Langfelix,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Langfelix
Rudolf Beat,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rudolf_Beat
Daniel Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Daniel_Friedrich
Hans Alexander,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Alexander
Gottfried,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gottfried
Tobias Michael,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Tobias_Michael
Lelius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lelius
Hans Sigmund,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Sigmund
Karl Gottfried,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Gottfried
Basilius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Basilius
Daniel Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Daniel_Konrad
Florian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Florian
Gregor,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gregor
Johann Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Jakob
Gervasius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gervasius
David Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_David_Ludwig
Reinhard Kasimir,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Reinhard_Kasimir
Kaspar Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kaspar_Wilhelm
Wehrli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wehrli
Beat Herkules,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat_Herkules
Josua,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Josua
Hans Matthäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Matthaeus
Jakob Daniel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Daniel
Josue,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Josue
Langhans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Langhans
Baptist Christian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Baptist_Christian
Israel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Israel
Beat,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat
Friedrich Karl,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Karl
Pierre Jacques,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pierre_Jacques
Heinrich Moritz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich_Moritz
HeinricH,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_HeinricH
Leo,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Leo
Reuchli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Reuchli
Gladi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gladi
Eusebius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Eusebius
Langulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Langulrich
Antoni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Antoni
Gottlieb Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gottlieb_Melchior
Emanuel Rudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Emanuel_Rudolf
H...,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_H
Raphael,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Raphael
Lorenz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lorenz
Hanselmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hanselmann
Heboch,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heboch
Johann Friedrich Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Friedrich_Ludwig
Johann Paulus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Paulus
Johann Otto,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Otto
Kleinpeter,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinpeter
Beat Felix,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat_Felix
Pierre,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pierre
Hartmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hartmann
Johann Burkhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Burkhard
Adrian David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Adrian_David
Sigmund,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sigmund
Hans Urban,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Urban
Martyr,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Martyr
Karl,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl
Schwarz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Schwarz
Hans Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Melchior
Georg Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Friedrich
Hans Beat,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Beat
Hans Georg,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Georg
Bernhard Oswald,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bernhard_Oswald
Rochius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rochius
Kilian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kilian
Daniel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Daniel
Bernhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bernhard
Johann Felix,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Felix
Karl Christian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Christian
Christophorus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christophorus
Felix Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Felix_Friedrich
Guidius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Guidius
Johann Georg Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Georg_Ludwig
Cirillus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cirillus
Hans Gerold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Gerold
Rudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rudolf
Isaak Gabriel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Isaak_Gabriel
Gilg,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gilg
Gotthard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gotthard
Theophil,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Theophil
Vitalis,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Vitalis
Georg Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Heinrich
Christian Wilhelm Peter,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Wilhelm_Peter
Abraham Karl,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Abraham_Karl
Sigmund Albrecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sigmund_Albrecht
Cyrinus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cyrinus
Johann Gratiosus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Gratiosus
Johann Othmar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Othmar
Erhard David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Erhard_David
Gabriel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gabriel
Gerold Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gerold_Heinrich
Wilhelm Eberhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wilhelm_Eberhard
Jean Joseph Augustin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Joseph_Augustin
Grossgeorg,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Grossgeorg
Claudius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Claudius
Franz Ferdinand,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Ferdinand
Hans Erhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Erhard
Abraham Emanuel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Abraham_Emanuel
Jean Pierre,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Pierre
Brunhans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Brunhans
Walthart,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Walthart
Jean Etienne,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Etienne
Andreas Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Andreas_Jakob
Johann Andreas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Andreas
Andreas Bernhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Andreas_Bernhard
Pantaleon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pantaleon
Konradin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Konradin
Lot,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lot
Albrecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Albrecht
Immanuel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Immanuel
Franz Antoni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Antoni
Hans Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Ludwig
Debis,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Debis
Gutheinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gutheinrich
Fridolin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Fridolin
Aegidius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Aegidius
Karl Moritz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Moritz
Jonathan,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jonathan
Marx,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Marx
Ernst Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ernst_Friedrich
Gedeon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gedeon
Paul Philipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Paul_Philipp
Augustin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Augustin
Felix Ulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Felix_Ulrich
Michael Abraham,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Michael_Abraham
Christian Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Friedrich
Sebacius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sebacius
Lienhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lienhard
Ambrosius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ambrosius
Wilhelm Adam,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wilhelm_Adam
Johann Gerhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Gerhard
Franz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz
Langbaschli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Langbaschli
Wilpert,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wilpert
Georg Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Leonhard
Michael Stefan,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Michael_Stefan
Christian Abraham,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Abraham
Johann Baptista,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Baptista
Valentin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Valentin
Adam Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Adam_Friedrich
Sebald,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sebald
David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_David
Pierre René,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pierre_Rene
Raget,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Raget
Christian Johannes,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Johannes
Medard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Medard
Johann Ulrich Philipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Ulrich_Philipp
Odermann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Odermann
Friedrich Franz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Franz
Onophrion,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Onophrion
Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph
Kleinheinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinheinrich
Ludwig Beat,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ludwig_Beat
Engelbert,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Engelbert
Hans Wernli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Wernli
Gorius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gorius
Hans Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Christoph
Jean Daniel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Daniel
Florin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Florin
Simon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Simon
Uriel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Uriel
Thürmus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Thuermus
Gratius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gratius
Hans Enderli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Enderli
Cosmus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cosmus
Rutz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rutz
Gebhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gebhard
Karl Johannes,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Johannes
Arbogast,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Arbogast
Hans Wolfgang,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Wolfgang
Aaron,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Aaron
François,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_François
Tobias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Tobias
Otto,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Otto
Paulus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Paulus
Christoph Adam,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Adam
Ulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ulrich
Ami,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ami
Erhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Erhard
Hani,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hani
K...,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_K
Felix Christian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Felix_Christian
Eucharius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Eucharius
Marx Wolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Marx_Wolf
Rothans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rothans
Ehrenfried,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ehrenfried
Dietrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Dietrich
Vitali,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Vitali
Diethelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Diethelm
Sixtus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sixtus
Jean Louis,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Louis
Heinulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinulrich
Hans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans
Charius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Charius
Moritz Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Moritz_Heinrich
Adolf Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Adolf_Christoph
Johann Georg,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Georg
N.,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_N
Tiburtius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Tiburtius
Leonz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Leonz
Herkules,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Herkules
Philipp Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Philipp_Heinrich
Ambrosi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ambrosi
Karl Heinrich August,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Heinrich_August
Lüpold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Luepold
Adrian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Adrian
Jean,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean
Antonï,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Antonï
Caleph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Caleph
Johann Valentin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Valentin
Lampert,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lampert
Toni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Toni
Elias Lot,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Elias_Lot
Johann Franz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Franz
Friedrich Gottlob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Gottlob
Johann Wilpert,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Wilpert
Johann Baptist,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Baptist
Wolf Dietrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wolf_Dietrich
Georg Otto,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Otto
Thöni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Thoeni
Hans Kaspar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Kaspar
Johann Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Konrad
Wolfgang Dietrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wolfgang_Dietrich
Wolf Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wolf_Friedrich
Gerold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gerold
Johann Anton,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Anton
Georg Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Christoph
Deinhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Deinhard
Jost,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jost
Rudolf Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rudolf_Melchior
Divan,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Divan
Leupold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Leupold
Joss,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Joss
Hektor,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hektor
Ferdinand,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ferdinand
Johann Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Heinrich
Augustin Marie,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Augustin_Marie
Hein-Uli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hein-Uli
Fintan,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Fintan
Lamprecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lamprecht
Hans Thomas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Thomas
Salomon Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Salomon_Ludwig
Rüeger,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rueeger
Georg Bartholomäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Bartholomaeus
Georg Johann Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Johann_Friedrich
Hans Ulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Ulrich
Markus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Markus
Evangelista,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Evangelista
Jakob David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_David
Burkhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Burkhard
Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich
Maria,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Maria
Apollonius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Apollonius
Friedrich Gottlieb,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Gottlieb
Wernli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wernli
Julius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Julius
Arnold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Arnold
Matern,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Matern
Johann Beat,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Beat
Beringer,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beringer
Johann Adam,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Adam
Rennhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rennhard
Kleinmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinmann
Sinesi Kasimir,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sinesi_Kasimir
Franz Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Heinrich
Constans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Constans
Romanus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Romanus
Hans Lüpold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Luepold
Wolfgang Bartholomäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wolfgang_Bartholomaeus
Hans Wilpert,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Wilpert
Pelagius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pelagius
Heinrich Philipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich_Philipp
Bilgeri,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bilgeri
Hans Jakob Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Jakob_Christoph
Röuchli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Roeuchli
